CURE,Memory-one
2.4258996,2.42590685
2.44881715,2.448824
2.46587463,2.46588178
1.24809358,1.24810433
1.85536607,1.85537402
2.11638273,2.11639073
2.24992997,2.24993767
2.3310493,2.3310561
2.38583636,2.38584336
2.42490732,2.42491437
2.45434628,2.45435343
2.47755823,2.47756518
2.49601053,2.49601743
2.50983117,2.50983752
1.34900262,1.34901257
2.01636202,2.01636982
2.25003547,2.25004367
2.35970859,2.35971569
2.42311919,2.42312604
2.46491166,2.46491886
2.49418406,2.49419096
2.51615394,2.51616084
2.53308245,2.5330893
2.54648345,2.546491
2.55644236,2.55644901
1.56855546,1.56856406
2.25007318,2.25008113
2.41866584,2.41867319
2.4897113,2.4897177
2.52865649,2.52866344
2.55339628,2.55340343
2.5706439,2.57065115
2.58306728,2.58307358
2.59270439,2.59271039
2.60031477,2.60032147
2.60587548,2.60588268
2.24881796,2.24882576
2.57209363,2.57210068
2.6140512,2.6140578
2.62947367,2.62948022
2.63759892,2.63760547
2.64257446,2.64258091
2.64599077,2.64599702
2.64854252,2.64854887
2.65044935,2.6504554
2.65198774,2.65199409
2.65308847,2.65309502
1.07852941,1.07854356
1.41665797,1.41666762
1.65632804,1.65633709
1.81924875,1.8192575
1.93722928,1.93723683
2.026575,2.02658325
2.09686956,2.09687786
2.1532777,2.15328555
2.19975281,2.19976041
2.23853669,2.23854434
2.26848761,2.26849506
1.08791429,1.08792789
1.44824535,1.4482543
1.69543974,1.69544859
1.85931663,1.85932513
1.97657501,1.97658316
2.06422181,2.06422986
2.13232876,2.13233631
2.1868515,2.186859
2.23147518,2.23148273
2.26857849,2.26858604
2.29706974,2.29707739
1.10062541,1.10063851
1.48888367,1.48889307
1.74387888,1.74388698
1.90874281,1.90875086
2.02395358,2.02396153
2.10915835,2.1091662
2.17453122,2.17453887
2.22643694,2.22644419
2.26865663,2.26866433
2.30357577,2.30358302
2.33029437,2.33030217
1.11689606,1.11690781
1.53755078,1.53756018
1.79987228,1.79988048
1.96386492,1.96387327
2.07610735,2.07611505
2.15789149,2.15789884
2.21993227,2.21993972
2.2686489,2.2686564
2.30798003,2.30798753
2.34046491,2.34047191
2.36507243,2.36507938
1.13733569,1.13734699
1.59639523,1.59640398
1.86462002,1.86462842
2.02611105,2.02611885
2.13386189,2.13386984
2.21078038,2.21078778
2.2686915,2.2686992
2.31365788,2.31366503
2.34989377,2.34990042
2.37943841,2.37944521
2.40184499,2.40185189
1.16549614,1.16550834
1.66838533,1.66839383
1.94018048,1.94018833
2.09629889,2.09630644
2.1976084,2.197616
2.26886502,2.26887272
2.32162735,2.3216344
2.36231847,2.36232582
2.39452785,2.39453525
2.42065986,2.42066676
2.44047181,2.44047856
1.20541732,1.20542802
1.75947658,1.75948518
2.02944778,2.02945573
2.17676564,2.17677309
2.26911762,2.26912492
2.33254535,2.33255315
2.37894482,2.37895237
2.41414986,2.41415696
2.44200753,2.44201468
2.46449199,2.46449909
2.48122409,2.48123119
1.26691677,1.26692737
1.87880391,1.87881171
2.13760581,2.13761356
2.26912292,2.26913072
2.34914867,2.34915642
2.4027045,2.40271155
2.44115698,2.44116438
2.47007334,2.47008079
2.49264974,2.49265619
2.51084345,2.51085065
2.52431541,2.52432256
1.37314483,1.37315468
2.03989006,2.03989791
2.26936824,2.26937569
2.37746839,2.37747569
2.43969662,2.43970392
2.48062792,2.48063452
2.5091842,2.5091914
2.53059896,2.53060591
2.54705151,2.54705801
2.56013828,2.56014503
2.5698484,2.56985495
1.60115389,1.60116309
2.27106189,2.27106934
2.4358994,2.4359064
2.50497883,2.50498588
2.54289719,2.54290404
2.56709726,2.56710376
2.58371963,2.58372678
2.59597273,2.59597903
2.60532259,2.60532924
2.61267472,2.61268162
2.61812516,2.61813181
2.28157137,2.28157937
2.58597668,2.58598358
2.62631373,2.62632058
2.64131534,2.64132189
2.64913398,2.64914028
2.65398473,2.65399188
2.65725104,2.65725789
2.65968963,2.65969638
2.66154588,2.66155243
2.66301449,2.66302129
2.6640937,2.66410025
1.02980393,1.03035528
1.25382174,1.25383189
1.43419923,1.43420888
1.5693218,1.5693308
1.67411205,1.6741211
1.75787946,1.75788821
1.82624003,1.82624908
1.88333706,1.88334566
1.93157597,1.93158402
1.97296432,1.97297207
2.00547488,2.00548393
1.03282169,1.03288104
1.27427086,1.27428116
1.46390102,1.46391072
1.60299716,1.60300656
1.70920555,1.70921435
1.7931575,1.79316635
1.8611746,1.8611834
1.91737763,1.91738618
1.9645381,1.96454655
2.00481233,2.00482093
2.03634807,2.03635652
1.03692065,1.0369521
1.30153184,1.30154189
1.50193599,1.50194554
1.64544565,1.645455
1.75292751,1.75293631
1.83661921,1.83662756
1.90352398,1.90353243
1.95834423,1.95835238
2.00407266,2.00408081
2.04282694,2.04283479
2.07300317,2.07301152
1.04204681,1.04206726
1.33458328,1.33459343
1.54696859,1.54697779
1.69456039,1.69456964
1.80247198,1.80248068
1.88509636,1.88510501
1.95029621,1.95030456
2.00328442,2.00329237
2.04696733,2.04697558
2.08375091,2.08375931
2.11218894,2.11219744
1.04889103,1.04890973
1.37564705,1.37565685
1.60097223,1.60098153
1.75143083,1.75143993
1.85876001,1.85876851
1.93938677,1.93939572
2.0022348,2.0022428
2.05236546,2.05237351
2.0936863,2.09369455
2.12809444,2.12810214
2.15445628,2.15446438
1.05797703,1.05799188
1.42852511,1.42853466
1.66690551,1.66691476
1.81826999,1.81827884
1.92377145,1.9237805
2.00095071,2.00095941
2.06014271,2.06015081
2.10688408,2.10689253
2.14466212,2.14467012
2.17613683,2.17614463
2.20007658,2.20008468
1.07167516,1.07168831
1.49870769,1.49871714
1.74855546,1.74856451
1.89892597,1.89893467
1.99906124,1.99906929
2.07112589,2.07113444
2.12506169,2.12506994
2.16702654,2.16703459
2.20066844,2.20067614
2.22842522,2.22843282
2.24941462,2.24942287
1.09338874,1.09340064
1.59620759,1.59621664
1.85327984,1.85328864
1.9967334,1.996742
2.08810799,2.08811609
2.15153664,2.15154514
2.19846322,2.19847097
2.23430527,2.23431352
2.2626992,2.26270725
2.28564022,2.28564787
2.30288274,2.30289059
1.13425856,1.13426901
1.74099183,1.74100068
1.99218472,1.99219357
2.11839664,2.11840479
2.19444758,2.19445583
2.24578937,2.24579687
2.28210083,2.28210858
2.30961248,2.30962023
2.3311781,2.3311857
2.34839277,2.34840002
2.36127145,2.36127915
1.2389523,1.23896265
1.97859798,1.97860653
2.18462487,2.18463307
2.27382019,2.27382809
2.32383285,2.3238407
2.35599171,2.35599946
2.37835423,2.37836163
2.39488094,2.39488819
2.4075054,2.40751305
2.41760624,2.41761409
2.42506599,2.42507359
1.79662244,1.79663104
2.37593262,2.37594042
2.43523896,2.43524661
2.45603258,2.45603998
2.46684411,2.46685166
2.47360355,2.4736117
2.47814751,2.47815461
2.48152571,2.48153301
2.48421644,2.48422379
2.48625968,2.48626693
2.48788099,2.48788819
1.03278694,1.03285319
1.27029659,1.27030644
1.45909435,1.459104
1.59875733,1.59876638
1.7063671,1.70637625
1.79153957,1.79154832
1.86098493,1.86099353
1.91839113,1.91839953
1.96690533,1.96691358
2.00825901,2.00826756
2.04073849,2.04074694
1.0362067,1.0362435
1.29224669,1.29225679
1.49014958,1.49015868
1.63369262,1.63370182
1.74223734,1.74224634
1.82756872,1.82757757
1.89617918,1.89618778
1.9527476,1.95275605
2.00000122,2.00000967
2.04015925,2.0401675
2.0716191,2.07162715
1.04089089,1.04091409
1.32097208,1.32098218
1.52988337,1.52989247
1.6772844,1.67729335
1.78687003,1.78687923
1.87151024,1.87151889
1.93896307,1.93897167
1.99393777,1.99394642
2.0395597,2.039568
2.07814436,2.07815246
2.10803532,2.10804372
1.04685216,1.04687306
1.35595115,1.3559609
1.57667545,1.5766846
1.72740889,1.72741729
1.83702662,1.83703527
1.92031646,1.92032466
1.98591055,1.9859188
2.03891468,2.03892283
2.08231581,2.08232401
2.11887578,2.11888368
2.14705472,2.14706312
1.05472439,1.05474104
1.39936673,1.39937603
1.63247054,1.63247969
1.78581069,1.78581894
1.89432039,1.89432924
1.97507275,1.9750813
2.03794262,2.03795087
2.08813018,2.08813838
2.12878024,2.12878829
2.16282015,2.1628281
2.18891682,2.18892532
1.06550012,1.06551337
1.45497724,1.45498684
1.69995913,1.69996828
1.85391063,1.85391893
1.95970102,1.95970967
2.03682498,2.03683308
2.09574359,2.09575164
2.14191596,2.14192411
2.17944828,2.17945663
2.21037567,2.21038327
2.23382874,2.23383639
1.0810469,1.08106005
1.52785115,1.52786075
1.78336469,1.78337329
1.93506455,1.93507325
2.03532444,2.03533314
2.10669251,2.10670096
2.1602501,2.1602578
2.20147211,2.20147986
2.2347453,2.2347531
2.26187807,2.26188587
2.28242081,2.28242901
1.10645279,1.10646449
1.62909524,1.62910444
1.88966404,1.88967264
2.03314269,2.03315104
2.12399738,2.12400498
2.18670633,2.18671448
2.23269302,2.23270082
2.26782621,2.26783421
2.29556097,2.29556892
2.31801881,2.31802686
2.3348395,2.3348472
1.15322774,1.15323889
1.77756179,1.77757044
2.02866664,2.02867469
2.15379204,2.15379969
2.22924237,2.22925017
2.2790219,2.2790299
2.31470272,2.31471047
2.34145881,2.34146686
2.36238466,2.36239236
2.37923257,2.37924072
2.39174289,2.39175029
1.2721842,1.2721945
2.01794126,2.01794971
2.21969416,2.21970161
2.30702802,2.30703602
2.35572793,2.35573508
2.38671916,2.38672636
2.40852845,2.4085354
2.42436009,2.42436754
2.43674281,2.43675026
2.44643351,2.44644131
2.45371733,2.45372483
1.86273318,1.86274158
2.40744798,2.40745558
2.46377741,2.46378501
2.48382132,2.48382887
2.49420163,2.49420868
2.50067373,2.50068108
2.50510398,2.50511118
2.50830946,2.50831671
2.51084389,2.51085079
2.51289336,2.51290041
2.51439529,2.51440229
1.03644261,1.03647881
1.28885406,1.28886391
1.48633871,1.48634791
1.6305501,1.63055895
1.74052793,1.74053673
1.82707547,1.82708392
1.89719745,1.89720605
1.95505516,1.95506346
2.00356681,2.00357501
2.04484002,2.04484802
2.07717291,2.07718141
1.04044384,1.04046789
1.31210831,1.31211831
1.51867518,1.51868478
1.6664035,1.66641255
1.77734546,1.77735396
1.86362522,1.86363362
1.93275858,1.93276713
1.98945794,1.98946684
2.03668245,2.03669015
2.07675042,2.07675857
2.10788603,2.10789413
1.04592333,1.04594468
1.34264593,1.34265563
1.56018961,1.56019926
1.71127251,1.71128131
1.82288242,1.82289112
1.90811449,1.90812324
1.97584012,1.97584817
2.0307574,2.0307656
2.07623321,2.07624121
2.1144534,2.11446155
2.14409714,2.14410529
1.05283194,1.05285089
1.37956426,1.37957401
1.60835179,1.60836074
1.76268245,1.76269165
1.87375792,1.87376642
1.95731927,1.95732777
2.02305116,2.02305921
2.07552336,2.07553161
2.11869732,2.11870532
2.15496286,2.15497076
2.18280439,2.18281204
1.06198156,1.06199696
1.4254618,1.4254717
1.66568512,1.66569397
1.82192239,1.82193079
1.93138273,1.93139113
2.01252895,2.012537
2.07491671,2.07492471
2.12442592,2.12443402
2.16491509,2.16492304
2.19831621,2.19832416
2.2240297,2.22403745
1.07463544,1.07464869
1.48414268,1.48415223
1.73507641,1.73508506
1.89116784,1.89117669
1.99719342,1.99720187
2.07406645,2.07407465
2.13228407,2.13229167
2.17801961,2.17802731
2.21491143,2.21491973
2.24517563,2.24518388
2.26828614,2.26829404
1.09277911,1.09279116
1.56015424,1.56016329
1.82054504,1.82055369
1.97284571,1.97285371
2.07267064,2.07267869
2.14340442,2.14341232
2.19575924,2.19576729
2.23670114,2.23670879
2.2692572,2.26926475
2.29569998,2.29570718
2.31581623,2.31582443
1.12198099,1.12199249
1.66445695,1.6644655
1.92760952,1.92761807
2.0709278,2.07093565
2.16058753,2.16059593
2.22240141,2.22240941
2.26722136,2.26722936
2.30165537,2.30166317
2.32887762,2.32888517
2.35051747,2.35052552
2.36714994,2.36715779
1.17621987,1.17623122
1.81632839,1.81633719
2.06695236,2.06696096
2.19059616,2.19060421
2.26421055,2.26421855
2.31288876,2.31289631
2.3477879,2.34779565
2.37375464,2.37376209
2.3940418,2.3940492
2.41032657,2.41033407
2.42240416,2.42241136
1.30992588,1.30993588
2.0573252,2.0573336
2.25575054,2.25575834
2.34054511,2.34055206
2.38769423,2.38770153
2.41784705,2.417854
2.43876237,2.43876962
2.45427566,2.45428296
2.46610808,2.46611548
2.47541915,2.4754262
2.48239243,2.48239963
1.93219328,1.93220138
2.43883503,2.43884203
2.49247839,2.49248574
2.51172339,2.51173089
2.52161454,2.52162224
2.52769475,2.5277023
2.53199084,2.53199844
2.5350126,2.53502025
2.53737562,2.53738342
2.53934464,2.53935149
2.54079091,2.54079831
1.04059602,1.04062102
1.30720747,1.30721717
1.51268691,1.51269636
1.66091812,1.66092717
1.77313288,1.77314183
1.86079791,1.86080601
1.93144565,1.9314541
1.98930057,1.98930822
2.03777315,2.03778135
2.07903552,2.07904317
2.11107369,2.11108149
1.04513704,1.04515749
1.33186106,1.33187096
1.54641555,1.54642495
1.69786021,1.69786901
1.81063367,1.81064222
1.89788583,1.89789423
1.96724205,1.96725055
2.02394227,2.02395077
2.07094101,2.07094901
2.11074653,2.11075433
2.14162436,2.14163246
1.05142836,1.05144481
1.36422367,1.36423332
1.58920803,1.58921743
1.74381966,1.74382861
1.85661674,1.85662534
1.94284691,1.94285516
2.01036027,2.01036817
2.06508092,2.06508927
2.1103948,2.11040265
2.14826616,2.14827411
2.17748535,2.17749305
1.05956062,1.05957632
1.40327308,1.40328263
1.63930258,1.63931123
1.79618655,1.7961956
1.90824276,1.90825136
1.99216195,1.9921704
2.0574384,2.05744645
2.10980946,2.10981756
2.15255743,2.15256578
2.18821893,2.18822673
2.21563897,2.21564672
1.070141,1.0701551
1.45110367,1.45111292
1.69813791,1.69814631
1.85633212,1.85634077
1.96616948,1.96617773
2.04722409,2.04723259
2.10924939,2.10925764
2.15833283,2.15834063
2.19818685,2.1981945
2.23115074,2.23115829
2.25631751,2.25632481
1.08435976,1.08437271
1.51195523,1.51196433
1.76891044,1.76891899
1.92608952,1.92609792
2.03211473,2.03212268
2.10847658,2.10848478
2.16618432,2.16619197
2.21125702,2.21126487
2.24755441,2.24756151
2.27716563,2.27717343
2.29982602,2.29983362
1.1054547,1.10546715
1.59121645,1.5912254
1.85552453,1.85553283
2.00819567,2.00820422
2.10749024,2.10749839
2.17724623,2.17725403
2.22915456,2.22916186
2.2691616,2.26916955
2.30088808,2.30089548
2.32690552,2.32691267
2.3464327,2.34644045
1.13907093,1.13908213
1.69921708,1.69922543
1.96371186,1.96372071
2.10598998,2.10599743
2.19456323,2.19457098
2.25510813,2.25511588
2.29923566,2.29924336
2.33285871,2.33286631
2.3591503,2.35915795
2.38044192,2.38044922
2.3964166,2.39642415
1.19962378,1.19963443
1.85366178,1.85367048
2.10310863,2.10311678
2.2245525,2.2245605
2.29640938,2.29641723
2.34406808,2.34407563
2.37767612,2.37768367
2.4031043,2.4031116
2.42282504,2.42283244
2.43843025,2.4384375
2.45005079,2.45005779
1.34865989,1.34866979
2.09543904,2.09544684
2.28893446,2.28894206
2.37108479,2.37109224
2.41687405,2.41688205
2.44594034,2.44594769
2.46621527,2.46622212
2.48110034,2.48110769
2.49247446,2.49248196
2.50150932,2.50151672
2.50818508,2.50819243
1.99677352,1.99678177
2.4669176,2.4669246
2.51821229,2.51821924
2.53663246,2.53663971
2.54618764,2.54619424
2.55204482,2.55205212
2.55608807,2.55609477
2.55897578,2.55898328
2.56131256,2.56131956
2.56308054,2.56308744
2.56446178,2.56446898
1.04517923,1.04520388
1.32568451,1.32569426
1.53845515,1.53846445
1.69054052,1.69054952
1.80417743,1.80418588
1.89279849,1.89280699
1.96359309,1.96360124
2.02159427,2.02160252
2.06994035,2.06994825
2.11084412,2.11085182
2.14265918,2.14266673
1.05038139,1.05040089
1.35163762,1.35164717
1.57321028,1.57321963
1.7278908,1.72789915
1.84222533,1.84223388
1.93010764,1.93011664
1.99958557,1.99959387
2.05618887,2.05619692
2.10294741,2.10295536
2.14239676,2.14240496
2.17287856,2.17288671
1.05762866,1.05764476
1.3856388,1.3856484
1.6174702,1.6174794
1.77496024,1.77496894
1.88904944,1.88905784
1.97515328,1.97516168
2.04281728,2.04282573
2.09732852,2.09733607
2.14201219,2.14202029
2.17951177,2.17951962
2.20839468,2.20840268
1.06664534,1.06665994
1.42613009,1.42613959
1.66871258,1.66872118
1.8279134,1.827922
1.94090197,1.94091062
2.02463481,2.02464301
2.08986166,2.08986996
2.14158024,2.14158799
2.18404411,2.18405226
2.21915933,2.21916698
2.24611998,2.24612743
1.07904457,1.07905827
1.47663953,1.47664903
1.72902849,1.72903709
1.88903957,1.88904832
1.99905683,1.99906513
2.07964212,2.07965012
2.14124737,2.14125522
2.18966701,2.18967481
2.2291553,2.2291631
2.26146755,2.2614754
2.28622487,2.28623242
1.09538215,1.09539485
1.53927572,1.53928522
1.80147582,1.80148432
1.95904933,1.95905758
2.06481767,2.06482577
2.14064786,2.14065531
2.19758246,2.19758996
2.24199999,2.24200734
2.27749509,2.27750269
2.30667061,2.30667841
2.32877175,2.3287794
1.11904204,1.11905434
1.62134429,1.62135354
1.88896337,1.88897187
2.04126023,2.04126813
2.13980806,2.13981581
2.20886182,2.20886942
2.25976309,2.25977069
2.29886268,2.29887028
2.33006125,2.3300686
2.35533055,2.3553384
2.3743617,2.37436885
1.15629316,1.15630466
1.73152194,1.73153054
1.99776115,1.99776925
2.13834179,2.13834964
2.22594135,2.22594895
2.28530996,2.28531791
2.3285555,2.328563
2.36125641,2.36126411
2.38696667,2.38697362
2.40765903,2.40766663
2.42316692,2.42317422
1.22503482,1.22504517
1.88890877,1.88891762
2.13676006,2.13676786
2.25568643,2.25569388
2.32587944,2.32588674
2.37226191,2.37226901
2.40522821,2.40523526
2.42982424,2.42983139
2.44882056,2.44882791
2.46403854,2.46404584
2.47531406,2.47532156
1.38898557,1.38899482
2.13074373,2.13075158
2.31892139,2.31892899
2.39930228,2.39930983
2.44346871,2.44347606
2.47165731,2.47166436
2.49102539,2.49103269
2.50530739,2.50531489
2.51642628,2.51643303
2.52510701,2.52511376
2.53153103,2.53153783
2.05675298,2.05676083
2.49263695,2.49264415
2.54165336,2.54166051
2.55925419,2.55926169
2.56826857,2.56827547
2.57387803,2.57388533
2.57772535,2.5777323
2.58057514,2.58058244
2.58279013,2.58279723
2.5845401,2.5845469
2.58583295,2.58583985
1.05011752,1.05013892
1.34397768,1.34398728
1.56386688,1.56387618
1.71866914,1.71867824
1.83420766,1.83421621
1.92320223,1.92321063
1.99419515,1.99420325
2.05196329,2.05197159
2.10009477,2.10010222
2.140635,2.14064285
2.17212504,2.17213259
1.05615467,1.05617347
1.37122254,1.37123219
1.59958234,1.59959149
1.7571427,1.75715135
1.87268232,1.87269087
1.96071367,1.96072157
2.03013357,2.03014162
2.08637283,2.08638098
2.13292496,2.13293271
2.17198461,2.17199236
2.20205229,2.20205989
1.06434507,1.06436222
1.40667252,1.40668177
1.64498318,1.64499238
1.8047314,1.80474015
1.9194877,1.91949575
2.00594701,2.00595521
2.0732393,2.0732474
2.1273258,2.12733375
2.17167621,2.17168371
2.20869325,2.2087009
2.23718179,2.23718949
1.07463407,1.07464877
1.44934031,1.44934956
1.69752002,1.69752867
1.85850299,1.85851154
1.97179054,1.97179869
2.05567581,2.05568371
2.12020649,2.12021419
2.17139581,2.17140376
2.2132337,2.21324145
2.24781288,2.24782058
2.27436615,2.27437375
1.08806848,1.08808243
1.50108587,1.50109522
1.75898488,1.75899328
1.91971718,1.91972558
2.02984379,2.02985219
2.11012834,2.11013624
2.17120978,2.17121778
2.21895424,2.21896194
2.25773029,2.25773769
2.28953053,2.28953833
2.31377163,2.31377943
1.10641928,1.10643213
1.56655591,1.56656491
1.83206525,1.8320732
1.99057958,1.99058798
2.09556218,2.09556998
2.17059648,2.17060408
2.22678089,2.22678859
2.27053515,2.27054265
2.30540851,2.30541601
2.33410563,2.33411313
2.35559953,2.35560713
1.13331056,1.13332201
1.65092217,1.65093112
1.92069637,1.92070477
2.07257309,2.07258134
2.1700139,2.1700218
2.23819209,2.23819999
2.28782645,2.2878335
2.32642338,2.32643093
2.35681266,2.35682026
2.38163314,2.38164039
2.40006778,2.40007543
1.17533374,1.17534449
1.76388285,1.76389125
2.02965246,2.02966051
2.16935643,2.16936433
2.25511668,2.25512483
2.3132029,2.3132104
2.35554789,2.35555564
2.38750653,2.38751368
2.41232689,2.41233414
2.43259232,2.43259952
2.44760302,2.44761012
1.25084057,1.25085072
1.92281955,1.92282765
2.16733493,2.16734293
2.28456872,2.28457597
2.3531128,2.3531204
2.39832026,2.39832741
2.43037119,2.43037884
2.45425851,2.45426591
2.4726562,2.4726636
2.48746002,2.48746672
2.49849459,2.49850134
1.42838358,1.42839303
2.16256612,2.16257427
2.34737283,2.34738038
2.42466445,2.42467165
2.46778878,2.46779588
2.49505417,2.49506152
2.51378647,2.51379367
2.52758733,2.52759413
2.53820572,2.53821252
2.5465776,2.5465846
2.55277399,2.55278094
2.11094049,2.11094784
2.51617662,2.51618392
2.56265629,2.56266344
2.57964732,2.57965422
2.58842883,2.58843573
2.5938325,2.59383945
2.59748537,2.59749252
2.60023829,2.60024529
2.60225304,2.60225989
2.60393957,2.60394632
2.60521329,2.60522019
1.05555315,1.05557175
1.36243705,1.3624467
1.5884071,1.588416
1.74638969,1.74639874
1.86264965,1.862658
1.95218761,1.95219586
2.02311803,2.02312618
2.08063799,2.08064609
2.12847991,2.12848721
2.16867066,2.16867846
2.19977093,2.19977858
1.06232208,1.06233863
1.39061223,1.39062183
1.62502612,1.62503467
1.7851107,1.7851195
1.90142823,1.90143643
1.98961282,1.98962092
2.05898304,2.05899084
2.11500084,2.11500914
2.16107465,2.16108245
2.19962759,2.19963519
2.22939562,2.22940327
1.07147721,1.07149196
1.42792065,1.4279301
1.67161639,1.67162569
1.83361233,1.83362043
1.94864225,1.9486507
2.03497086,2.03497901
2.10209784,2.10210549
2.15569648,2.15570398
2.19946512,2.19947312
2.23598089,2.23598859
2.26394525,2.2639531
1.08300257,1.08301592
1.47212326,1.47213266
1.7250897,1.72509835
1.88776548,1.88777438
2.001233,2.0012408
2.08444696,2.08445476
2.14844469,2.14845249
2.1992824,2.1992898
2.24062932,2.24063722
2.27456034,2.27456824
2.30058953,2.30059698
1.09821551,1.09822811
1.52609098,1.52610018
1.78765893,1.78766733
1.94929819,1.94930609
2.0594522,2.05946015
2.1388802,2.13888785
2.19909015,2.1990979
2.24632932,2.24633777
2.28431847,2.28432567
2.31560772,2.31561552
2.33925545,2.33926245
1.1188636,1.11887565
1.59324362,1.59325267
1.86180138,1.86180993
2.02027636,2.02028451
2.12485148,2.12485933
2.19870085,2.19870825
2.25408017,2.25408817
2.29694582,2.29695297
2.33125092,2.33125802
2.35922757,2.35923542
2.38042121,2.38042846
1.14872448,1.14873623
1.67985594,1.67986479
1.95107124,1.95107914
2.10204812,2.10205597
2.19842087,2.19842837
2.26520514,2.26521239
2.31429905,2.3143067
2.35197197,2.35198027
2.38172883,2.38173638
2.40585242,2.40585972
2.42386371,2.42387136
1.19469457,1.19470542
1.79424713,1.79425533
2.05987012,2.05987842
2.19807616,2.19808391
2.28228649,2.28229394
2.33937939,2.33938699
2.38045025,2.38045745
2.41167488,2.41168218
2.43600449,2.43601169
2.45554263,2.45555008
2.47016908,2.47017643
1.27799072,1.27800067
1.95490533,1.95491353
2.19666219,2.19667009
2.31142737,2.31143497
2.37846869,2.37847574
2.42232052,2.42232817
2.45364026,2.45364786
2.47670279,2.47670954
2.49464528,2.49465303
2.50893219,2.50893934
2.51959599,2.51960309
1.47039942,1.47040892
2.19402515,2.1940332
2.37292495,2.37293225
2.44848081,2.44848806
2.49013509,2.49014249
2.51638165,2.5163888
2.53453985,2.5345464
2.54787187,2.54787897
2.55822151,2.55822881
2.56615878,2.56616548
2.57224979,2.57225649
2.16080041,2.16080831
2.53796373,2.53797088
2.58223925,2.5822464
2.59830403,2.59831118
2.60673771,2.60674426
2.61193195,2.6119386
2.6154177,2.61542455
2.61800257,2.61800897
2.62005879,2.62006589
2.62167174,2.62167889
2.62280589,2.62281314
1.06147334,1.06148954
1.38081799,1.38082764
1.61257535,1.61258425
1.77260159,1.77261019
1.8899746,1.8899829
1.97964991,1.97965816
2.05050622,2.05051407
2.1078206,2.1078285
2.15504863,2.15505603
2.19496303,2.19497073
2.22561564,2.22562274
1.06898371,1.06899941
1.41032573,1.41033553
1.6500326,1.6500412
1.81225352,1.81226187
1.92908772,1.92909572
2.01734797,2.01735562
2.08623534,2.08624269
2.14196039,2.14196794
2.18736149,2.18736874
2.22556463,2.22557243
2.25485797,2.25486527
1.07918006,1.07919456
1.44865583,1.44866513
1.69753394,1.69754299
1.86104603,1.86105433
1.97651584,1.97652349
2.06251676,2.06252476
2.12909002,2.12909797
2.18216406,2.18217171
2.22541132,2.22541862
2.26153551,2.26154311
2.28904306,2.28905066
1.09199784,1.09201184
1.49443992,1.49444902
1.75210422,1.75211262
1.91556027,1.91556852
2.02873327,2.02874112
2.11181607,2.11182407
2.17533342,2.17534117
2.22545596,2.22546386
2.26592705,2.2659348
2.2995089,2.299516
2.3251137,2.3251211
1.10877379,1.10878659
1.55009975,1.55010905
1.81540003,1.81540888
1.97769736,1.97770556
2.0872473,2.0872551
2.16571218,2.16571973
2.22539665,2.2254046
2.27177111,2.27177826
2.30923541,2.30924306
2.33984078,2.33984843
2.36313134,2.36313914
1.13161408,1.13162588
1.61916157,1.61917052
1.8903664,1.8903747
2.04851194,2.04851999
2.1519558,2.1519633
2.22517852,2.22518592
2.27964271,2.27965001
2.32187024,2.32187744
2.35539385,2.3554014
2.38264374,2.38265099
2.40328638,2.40329423
1.16444806,1.16445931
1.70754254,1.70755164
1.9797531,1.97976115
2.12964247,2.12965007
2.2250074,2.2250153
2.29079959,2.29080739
2.33875299,2.33876019
2.37570291,2.37571036
2.40469727,2.40470422
2.42820314,2.42821029
2.44590064,2.44590774
1.21543346,1.21544416
1.82421068,1.82421953
2.08887565,2.08888335
2.22484015,2.2248477
2.30765806,2.30766596
2.36347043,2.36347708
2.4038289,2.40383625
2.43400996,2.43401701
2.45780875,2.45781585
2.47676855,2.47677605
2.49107869,2.49108584
1.30537564,1.30538574
1.98615597,1.98616412
2.22417848,2.22418598
2.33666712,2.33667442
2.40182973,2.40183683
2.44471483,2.44472183
2.47497349,2.47498044
2.49735039,2.49735724
2.51485371,2.51486046
2.52871575,2.52872305
2.53904088,2.53904803
1.51106925,1.51107885
2.2227809,2.22278845
2.39722949,2.39723664
2.4704588,2.4704658
2.51042018,2.51042683
2.53605977,2.53606642
2.55360272,2.55360922
2.5666381,2.5666449
2.57647941,2.57648586
2.58435061,2.58435746
2.59011177,2.59011832
2.20579768,2.20580588
2.55748837,2.55749552
2.60003386,2.60004076
2.61546526,2.61547231
2.62350668,2.62351353
2.62845392,2.62845997
2.63185274,2.63185964
2.63436622,2.63437267
2.63627921,2.63628601
2.63779065,2.63779725
2.63894749,2.63895399
1.0680224,1.06803745
1.39908138,1.39909098
1.63594423,1.63595348
1.79834118,1.79834983
1.91631742,1.91632552
2.00590493,2.00591273
2.07655985,2.07656785
2.13341774,2.13342509
2.18037993,2.18038773
2.21967199,2.21967974
2.25001815,2.2500258
1.07634733,1.07636218
1.42961536,1.42962486
1.67444191,1.67445066
1.83828226,1.83829066
1.95511637,1.95512447
2.04346105,2.04346915
2.11225853,2.11226618
2.1673074,2.16731515
2.21239267,2.21240017
2.24991301,2.24992071
2.27895602,2.27896337
1.08730073,1.08731518
1.46908661,1.46909636
1.72265024,1.72265929
1.88719683,1.88720483
2.00301124,2.00301924
2.08870766,2.08871566
2.15482622,2.15483402
2.2071751,2.20718255
2.24998094,2.24998864
